# Prcp
	Alabama	California	Connecticut	Idaho	Alabama	California	Connecticut	Idaho	Alabama	California	Connecticut	Idaho
TIMESTEP	MEAN(mm/d)	MEAN(mm/d)	MEAN(mm/d)	MEAN(mm/d)	MINIMUM(mm/d)	MINIMUM(mm/d)	MINIMUM(mm/d)	MINIMUM(mm/d)	VARIANCE(mm/d^2)	VARIANCE(mm/d^2)	VARIANCE(mm/d^2)	VARIANCE(mm/d^2)
1950-06-21T00:00:00Z	7.987766	0.038631063	2.3128262	3.895512	0.0	0.0	0.08	0.0	56.425564	0.08097796	2.4103239	26.236803
1950-06-22T00:00:00Z	3.7621245	0.0091237305	0.064673916	1.4682175	0.0	0.0	0.0	0.0	32.495506	0.0041799317	0.02791308	8.912299
1950-06-23T00:00:00Z	0.47301587	0.077924035	1.2257608	2.9645386	0.0	0.0	0.0	0.0	3.4234066	0.14982955	2.4727983	12.271034
1950-06-24T00:00:00Z	9.6459093E-4	1.4333321	8.384565	5.676321	0.0	0.0	0.08	0.0	6.936182E-5	29.791445	23.678152	28.627287
1950-06-25T00:00:00Z	0.005067155	0.0016472358	4.3985868	2.0747092	0.0	0.0	0.03	0.0	0.0011252706	4.759914E-4	19.88612	13.1868305
1950-06-26T00:00:00Z	0.14332113	0.0	0.35304347	0.020176992	0.0	0.0	0.0	0.0	0.62429553	0.0	0.5859533	0.0073085073
1950-06-27T00:00:00Z	0.6117094	3.7608123E-5	2.4979348	0.019481668	0.0	0.0	0.0	0.0	2.2923405	3.7608124E-6	18.778872	0.007876138
1950-06-28T00:00:00Z	0.34021977	0.0	1.0369565	0.0	0.0	0.0	0.0	0.0	1.5303466	0.0	3.8206918	0.0
1950-06-29T00:00:00Z	0.083870575	0.0032568634	0.042065218	0.022452591	0.0	0.0	0.0	0.0	0.47382474	0.003277124	0.014636348	0.015611438
1950-06-30T00:00:00Z	0.027582418	0.0	0.09097826	0.106333755	0.0	0.0	0.0	0.0	0.074948914	0.0	0.036349583	0.22714937
1950-07-01T00:00:00Z	0.32692307	0.0	0.023152174	0.06448167	0.0	0.0	0.0	0.0	1.5696143	0.0	0.013421822	0.063565925
1950-07-02T00:00:00Z	1.0731257	7.5216245E-5	3.3036957	0.081510745	0.0	0.0	0.73	0.0	5.273025	7.518795E-6	2.7417665	0.11307418
1950-07-03T00:00:00Z	1.6560073	0.054757427	6.6680436	0.16433628	0.0	0.0	1.92	0.0	7.326094	0.22416852	7.5186424	0.45873627
1950-07-04T00:00:00Z	4.353602	0.03921399	9.457826	0.5410872	0.0	0.0	1.3	0.0	29.955967	0.116265416	26.04995	1.4872398
1950-07-05T00:00:00Z	9.4505005	0.22746521	7.161957	0.82061946	0.0	0.0	2.3	0.0	46.1396	0.9072618	6.103598	1.8003931
1950-07-06T00:00:00Z	9.3569355	0.67955625	2.9756522	1.340651	0.0	0.0	0.08	0.0	35.842747	4.1762466	4.7383237	8.144391
1950-07-07T00:00:00Z	4.2936144	1.2188342	0.002826087	1.9202275	0.0	0.0	0.0	0.0	23.537846	26.03293	2.3148592E-4	21.437702
1950-07-08T00:00:00Z	0.92630035	0.31112447	0.0	1.199115	0.0	0.0	0.0	0.0	3.1767912	1.1112576	0.0	3.425397
1950-07-09T00:00:00Z	0.45432234	0.5074088	2.3477173	2.3068204	0.0	0.0	0.0	0.0	3.4417298	4.8216853	15.268521	5.542778
1950-07-10T00:00:00Z	2.4209523	1.4012486	12.000652	3.7808785	0.0	0.0	0.65	0.0	25.399246	22.064148	129.59328	13.961654
1950-07-11T00:00:00Z	19.689	0.08212862	7.6503263	0.5293047	0.0	0.0	0.95	0.0	296.58286	0.3888344	33.256264	1.9763206
1950-07-12T00:00:00Z	23.965153	0.03833396	3.313913	0.003040455	0.0	0.0	0.2	0.0	293.4221	0.105516	5.8798633	0.0012326853
1950-07-13T00:00:00Z	12.197167	0.0	5.934022	0.0	0.0	0.0	1.27	0.0	95.525085	0.0	13.649829	0.0
1950-07-14T00:00:00Z	14.081148	0.0	4.0497828	0.051207334	0.0	0.0	0.35	0.0	96.14168	0.0	14.203684	0.051445663
1950-07-15T00:00:00Z	13.179512	0.0	0.47793478	0.3133502	0.0	0.0	0.0	0.0	140.95166	0.0	0.42307812	1.7243396
1950-07-16T00:00:00Z	11.888938	0.0	2.3865218	0.53158027	0.0	0.0	0.05	0.0	223.3968	0.0	7.138599	7.4827647
1950-07-17T00:00:00Z	5.15116	0.0032719069	1.8080435	0.109816685	0.0	0.0	0.0	0.0	147.83679	8.921499E-4	6.002416	0.22226062
1950-07-18T00:00:00Z	1.191685	0.013230538	1.4472826	0.8376991	0.0	0.0	0.0	0.0	6.0685577	0.013211193	3.2459936	2.813606
1950-07-19T00:00:00Z	0.37406594	6.7694625E-4	2.12	1.812225	0.0	0.0	0.0	0.0	3.2037573	8.231057E-5	1.4855297	18.228422
1950-07-20T00:00:00Z	1.5110867	0.0	4.325761	0.10013907	0.0	0.0	1.02	0.0	11.863395	0.0	3.3008883	0.19923756
1950-07-21T00:00:00Z	2.8990476	0.017803686	1.0576087	0.096144125	0.0	0.0	0.0	0.0	27.866127	0.03526214	0.7863415	0.072000556
1950-07-22T00:00:00Z	1.7594627	0.105148554	0.0	0.2340708	0.0	0.0	0.0	0.0	9.689691	0.74114656	0.0	0.41693586
1950-07-23T00:00:00Z	4.077912	0.20707034	0.054891303	0.17429203	0.0	0.0	0.0	0.0	21.10769	0.7768348	0.018357132	0.9149921
1950-07-24T00:00:00Z	5.6452503	0.13942459	0.5608696	0.009759798	0.0	0.0	0.0	0.0	125.04771	0.8103066	0.8099399	0.005118222
1950-07-25T00:00:00Z	5.4640293	0.24529523	0.3104348	0.098451324	0.0	0.0	0.0	0.0	60.483337	0.96157396	0.24904597	0.14124396
1950-07-26T00:00:00Z	12.124456	0.43712297	0.0015217391	0.4420038	0.0	0.0	0.0	0.0	83.56353	2.8351097	5.480172E-5	0.5822984
1950-07-27T00:00:00Z	15.992295	0.03995863	0.4029348	1.3895196	0.0	0.0	0.0	0.0	108.55578	0.06738943	0.50940996	3.6748114
1950-07-28T00:00:00Z	14.818718	0.0021135765	1.9784783	2.5060241	0.0	0.0	0.03	0.0	180.61403	0.001245945	1.620301	13.121099
1950-07-29T00:00:00Z	10.960122	0.0	1.9243479	1.9475853	0.0	0.0	0.0	0.0	83.73539	0.0	2.3031502	10.8321
1950-07-30T00:00:00Z	12.707497	0.01763445	0.46684784	0.7592984	0.0	0.0	0.0	0.0	202.18886	0.014473297	0.77330095	3.856844
1950-07-31T00:00:00Z	4.89757	0.05367055	3.273587	0.012130215	0.0	0.0	0.0	0.0	37.645515	0.04990827	12.616744	0.0055821133
1950-08-01T00:00:00Z	0.8382051	0.3394058	7.955761	0.012085967	0.0	0.0	0.22	0.0	2.4399607	1.7765174	24.93697	0.008582743
1950-08-02T00:00:00Z	3.4510133	0.21051148	3.7369566	0.3710809	0.0	0.0	0.17	0.0	18.121553	0.7105532	5.935951	0.5877432
1950-08-03T00:00:00Z	2.4078388	0.19453178	4.9406524	1.8735904	0.0	0.0	0.0	0.0	15.86429	1.019325	18.714306	4.942654
1950-08-04T00:00:00Z	0.03168498	0.09125611	1.9126087	3.931043	0.0	0.0	0.0	0.0	0.032818183	0.16039616	5.425971	14.367678
1950-08-05T00:00:00Z	0.03717949	0.34204966	0.8703261	4.978129	0.0	0.0	0.0	0.0	0.051396314	2.2099824	1.6069944	34.915268
1950-08-06T00:00:00Z	0.013956044	0.0	1.0179348	0.97567636	0.0	0.0	0.0	0.0	0.0081923995	0.0	1.6957154	3.2496867
1950-08-07T00:00:00Z	6.1050065E-5	0.0	0.2520652	0.14984198	0.0	0.0	0.0	0.0	3.0525032E-6	0.0	0.20035502	0.20414437
1950-08-08T00:00:00Z	0.41001222	1.8427981E-4	0.015543478	0.33135903	0.0	0.0	0.0	0.0	2.698749	9.634952E-6	0.0016271739	0.9498392
1950-08-09T00:00:00Z	2.2270086	0.0029409553	0.6446739	0.91962075	0.0	0.0	0.0	0.0	19.583122	5.796846E-4	1.4452955	4.3381324
1950-08-10T00:00:00Z	3.6236997	0.028018052	1.7208695	0.92007583	0.0	0.0	0.0	0.0	64.25999	0.025335612	4.2007155	3.012736
1950-08-11T00:00:00Z	1.0696459	0.27746898	1.3559783	1.11012	0.0	0.0	0.0	0.0	3.4196649	2.931589	5.186464	2.3954244
1950-08-12T00:00:00Z	0.20759463	0.023207974	0.2751087	0.96298355	0.0	0.0	0.0	0.0	0.31538454	0.029460547	0.41728902	2.89433
1950-08-13T00:00:00Z	0.23548229	0.0019292968	0.036630437	0.36848295	0.0	0.0	0.0	0.0	0.55705535	8.538761E-4	0.008185225	1.3224657
1950-08-14T00:00:00Z	1.0843956	0.0013162843	0.11	0.29225662	0.0	0.0	0.0	0.0	5.9777913	4.2339842E-4	0.12118462	1.2517593
1950-08-15T00:00:00Z	5.023138	0.0	0.70880437	0.22857143	0.0	0.0	0.0	0.0	35.2669	0.0	2.4466567	0.72786504
1950-08-16T00:00:00Z	5.269695	0.0	4.6801085	0.0835335	0.0	0.0	0.0	0.0	33.446712	0.0	16.679605	0.14257202
1950-08-17T00:00:00Z	3.1106226	9.326815E-4	3.316413	3.8558786E-4	0.0	0.0	0.0	0.0	32.79712	1.2486342E-4	11.484975	7.9357866E-5
1950-08-18T00:00:00Z	2.6840904	6.092516E-4	0.9029348	2.528445E-4	0.0	0.0	0.0	0.0	16.107164	7.871069E-5	1.280465	1.01137804E-4
1950-08-19T00:00:00Z	2.054188	0.005855585	29.60587	0.0	0.0	0.0	8.62	0.0	9.375983	0.0017648339	134.4353	0.0
1950-08-20T00:00:00Z	0.6155067	0.0048815343	33.695	0.0	0.0	0.0	11.9	0.0	1.323051	0.0013689382	120.88689	0.0
1950-08-21T00:00:00Z	0.010622711	0.072485894	7.632609	0.022863464	0.0	0.0	0.08	0.0	0.0017816412	0.21680589	46.898125	0.009717855
1950-08-22T00:00:00Z	8.913309E-4	0.0025122226	0.3220652	1.1716056	0.0	0.0	0.0	0.0	6.14295E-5	0.0011608797	0.19915943	12.674118
1950-08-23T00:00:00Z	0.1230525	7.1455433E-4	0.16543478	1.7508407	0.0	0.0	0.0	0.0	0.9672714	1.0859381E-4	0.05572838	19.809887
1950-08-24T00:00:00Z	0.8099512	0.0013388492	0.010108695	0.4750569	0.0	0.0	0.0	0.0	4.0413895	7.359043E-4	0.0036296586	0.8608827
1950-08-25T00:00:00Z	5.970293	0.014422716	0.0	0.20042351	0.0	0.0	0.0	0.0	53.991695	0.02309488	0.0	0.19957231
1950-08-26T00:00:00Z	10.074102	0.0	0.24217391	0.0038621998	0.0	0.0	0.0	0.0	80.88443	0.0	0.8318699	0.002462936
1950-08-27T00:00:00Z	5.0393896	0.0019556223	0.8571739	5.1833125E-4	0.0	0.0	0.0	0.0	36.126205	0.0011173178	6.264845	4.250316E-4
1950-08-28T00:00:00Z	5.3799024	0.0	1.5309783	0.0	0.0	0.0	0.0	0.0	59.602028	0.0	3.1755013	0.0
1950-08-29T00:00:00Z	13.415055	2.6325686E-4	5.524239	0.0	0.0	0.0	1.45	0.0	219.73137	4.1315172E-5	8.084882	0.0
1950-08-30T00:00:00Z	38.39675	0.0024069198	5.794348	0.0	1.23	0.0	0.73	0.0	445.7278	5.510142E-4	12.847234	0.0
1950-08-31T00:00:00Z	28.815617	0.0	4.2247825	0.0	0.5	0.0	0.22	0.0	257.68027	0.0	13.734504	0.0
1950-09-01T00:00:00Z	11.509719	0.007299737	3.5286956	0.0	0.0	0.0	0.0	0.0	126.76911	0.0030626082	18.414776	0.0
1950-09-02T00:00:00Z	11.129866	0.02583302	4.203696	0.0	0.0	0.0	0.1	0.0	322.87582	0.035952307	4.5595293	0.0
1950-09-03T00:00:00Z	3.3053603	0.02916134	3.5613043	7.585335E-5	0.0	0.0	0.52	0.0	28.503939	0.01493041	3.0301676	2.2712825E-6
1950-09-04T00:00:00Z	0.90916973	0.08543438	0.5980435	0.1610493	0.0	0.0	0.03	0.0	3.590816	0.30390015	0.19248843	0.23769757
1950-09-05T00:00:00Z	1.56442	0.23050772	0.0041304347	0.31261694	0.0	0.0	0.0	0.0	12.018172	0.8650281	0.001338796	0.92077863
1950-09-06T00:00:00Z	12.72685	0.80666417	0.119347826	0.16943742	0.0	0.0	0.0	0.0	79.840034	4.4133844	0.24630506	0.32091942
1950-09-07T00:00:00Z	16.461514	2.1988754	0.13043478	2.1900442	0.0	0.0	0.0	0.0	132.72586	21.467693	0.29808334	10.655542
1950-09-08T00:00:00Z	8.187826	1.0841331	0.034347825	7.9239635	0.0	0.0	0.0	0.0	145.69444	5.018904	0.02095891	81.76741
1950-09-09T00:00:00Z	2.033199	0.34212863	1.4625	8.307345	0.0	0.0	0.0	0.0	10.887164	1.1223836	3.9351377	100.95143
1950-09-10T00:00:00Z	1.5653236	0.15931553	4.0954347	1.9731289	0.0	0.0	0.47	0.0	9.344208	0.35676792	4.194124	12.708723
1950-09-11T00:00:00Z	1.3340415	0.32635203	5.5422826	0.09901391	0.0	0.0	2.62	0.0	4.5900545	2.0807273	2.447708	0.22936195
1950-09-12T00:00:00Z	2.112674	0.06687853	3.061413	0.6134134	0.0	0.0	1.1	0.0	9.513456	0.12330711	1.252865	2.7422383
1950-09-13T00:00:00Z	1.0616361	0.091812715	3.935326	1.6823578	0.0	0.0	0.05	0.0	4.847058	0.3843746	5.3342233	8.866545
1950-09-14T00:00:00Z	0.7470574	0.054791275	2.6615217	0.97328067	0.0	0.0	0.03	0.0	6.545664	0.15043001	3.843046	2.6966217
1950-09-15T00:00:00Z	0.6069719	0.12612636	0.28304347	0.6883439	0.0	0.0	0.0	0.0	3.4948683	0.65553176	0.22180383	1.4797766
1950-09-16T00:00:00Z	1.3333334	0.8200301	0.25065216	0.9747535	0.0	0.0	0.0	0.0	7.158857	10.71754	0.23281935	2.2864287
1950-09-17T00:00:00Z	3.258547	2.460523	0.0018478261	1.1271619	0.0	0.0	0.0	0.0	21.16533	14.406751	9.6548014E-5	3.1525965
1950-09-18T00:00:00Z	1.1019536	1.8477962	0.024565218	0.7757522	0.0	0.0	0.0	0.0	3.2433717	9.23084	0.0023151934	1.2782873
1950-09-19T00:00:00Z	0.012881563	0.5936254	0.041086957	0.88852715	0.0	0.0	0.0	0.0	0.0054814173	2.1107142	0.008181223	3.1107972
1950-09-20T00:00:00Z	0.104517706	0.011195938	0.026847826	0.16674462	0.0	0.0	0.0	0.0	0.31056708	0.0048583886	0.004773471	0.1623849
1950-09-21T00:00:00Z	0.7302686	0.0	0.29130435	0.21520227	0.0	0.0	0.0	0.0	2.9902487	0.0	0.14693674	0.4420041
1950-09-22T00:00:00Z	1.5671062	0.0049793157	0.9356522	0.45576486	0.0	0.0	0.03	0.0	6.185738	0.002322526	0.3358468	0.8815431
1950-09-23T00:00:00Z	0.42307693	3.3847312E-4	0.36804348	0.31293932	0.0	0.0	0.0	0.0	0.6127776	1.16514435E-4	0.1050313	0.9546192
1950-09-24T00:00:00Z	0.029206349	0.013034976	0.0	0.3523641	0.0	0.0	0.0	0.0	0.01838042	0.015079236	0.0	0.49779895
1950-09-25T00:00:00Z	0.02115995	0.16594961	0.0	3.2260365	0.0	0.0	0.0	0.0	0.0074684573	2.0107646	0.0	27.730331
1950-09-26T00:00:00Z	0.018766789	0.07143663	0.0	4.638154	0.0	0.0	0.0	0.0	0.0309497	0.62662977	0.0	53.202827
1950-09-27T00:00:00Z	0.2686569	6.656638E-4	0.0	1.3915107	0.0	0.0	0.0	0.0	0.71260923	1.8424446E-4	0.0	19.689957
1950-09-28T00:00:00Z	1.5005983	0.0	0.0022826088	0.63537294	0.0	0.0	0.0	0.0	8.051278	0.0	1.518753E-4	1.4629259
1950-09-29T00:00:00Z	4.135873	0.0019180144	0.008804348	1.9891403	0.0	0.0	0.0	0.0	85.46177	4.6659829E-4	0.0011974558	14.467644
1950-09-30T00:00:00Z	0.9822833	0.0	0.0038043477	1.712933	0.0	0.0	0.0	0.0	3.4718173	0.0	3.1833493E-4	7.6484847
1950-10-01T00:00:00Z	0.12970696	3.3847312E-4	6.521739E-4	0.2991593	0.0	0.0	0.0	0.0	0.2648635	1.16514435E-4	1.9350215E-5	0.44695634
1950-10-02T00:00:00Z	0.034945056	0.045896955	0.003152174	0.16716814	0.0	0.0	0.0	0.0	0.017465614	0.13033572	2.3940517E-4	0.27176338
1950-10-03T00:00:00Z	0.0020757022	1.5310906	0.04695652	0.61438054	0.0	0.0	0.0	0.0	2.3798448E-4	49.079346	0.010489536	1.5971234
1950-10-04T00:00:00Z	5.006105E-4	1.7714818	0.11402174	2.9095764	0.0	0.0	0.0	0.0	3.5568155E-5	25.156195	0.037039693	19.401056
1950-10-05T00:00:00Z	0.0074481075	3.773569	3.2608694E-4	5.4530153	0.0	0.0	0.0	0.0	0.0034021595	65.75958	9.782609E-6	46.640995
1950-10-06T00:00:00Z	0.022930402	0.8990485	0.0	1.6303413	0.0	0.0	0.0	0.0	0.030652527	5.9551287	0.0	4.7550077
1950-10-07T00:00:00Z	0.10840049	0.03074464	0.0	0.5073641	0.0	0.0	0.0	0.0	0.12613301	0.06425942	0.0	1.5994118
1950-10-08T00:00:00Z	0.44578755	0.067235805	0.013152174	1.2851644	0.0	0.0	0.0	0.0	0.70182073	0.28870398	0.0035317128	6.17057
1950-10-09T00:00:00Z	0.36112332	0.032380596	10.117283	1.1042289	0.0	0.0	2.67	0.0	0.7297171	0.13551822	12.991787	5.7875514
1950-10-10T00:00:00Z	2.1978022E-4	0.0	14.411522	0.96094185	0.0	0.0	5.5	0.0	1.6333057E-5	0.0	18.662327	5.9439907
1950-10-11T00:00:00Z	0.0	1.1282436E-5	8.447065	0.033261694	0.0	0.0	3.08	0.0	0.0	3.384731E-7	5.5579376	0.020927874
1950-10-12T00:00:00Z	0.0	0.0010906355	8.943044	0.082067005	0.0	0.0	5.53	0.0	0.0	1.7563475E-4	4.209074	0.15112837
1950-10-13T00:00:00Z	0.0	0.0016923656	1.9142392	0.2670038	0.0	0.0	0.2	0.0	0.0	3.545464E-4	0.907361	0.5706998
1950-10-14T00:00:00Z	0.014297924	0.022752915	0.069456525	1.9834893	0.0	0.0	0.0	0.0	0.012040185	0.03629242	0.021196404	3.8399248
1950-10-15T00:00:00Z	0.02989011	0.03832644	0.18434782	2.1984704	0.0	0.0	0.0	0.0	0.05188422	0.039290465	0.14236991	6.332903
1950-10-16T00:00:00Z	0.30125764	0.84508085	0.005869565	1.6628888	0.0	0.0	0.0	0.0	1.3472247	8.941304	4.1352125E-4	10.763276
1950-10-17T00:00:00Z	1.5694628	2.8491502	0.0	4.1528254	0.0	0.0	0.0	0.0	14.875824	61.687294	0.0	34.683674
1950-10-18T00:00:00Z	2.9878023	0.54077476	0.0	2.7485967	0.0	0.0	0.0	0.0	29.212923	5.7031217	0.0	26.209753
1950-10-19T00:00:00Z	6.380354	0.015870629	8.695652E-4	1.5024589	0.0	0.0	0.0	0.0	36.302803	0.05954186	6.956521E-5	21.934767
1950-10-20T00:00:00Z	14.345153	0.031914253	0.0	1.8258533	0.0	0.0	0.0	0.0	75.116455	0.085208036	0.0	21.380068
1950-10-21T00:00:00Z	8.715921	0.021948101	0.0015217391	0.677402	0.0	0.0	0.0	0.0	27.175613	0.07869545	5.480172E-5	2.0904067
1950-10-22T00:00:00Z	5.881233	0.0149040995	2.1865218	0.10595449	0.0	0.0	0.43	0.0	42.572453	0.020065255	0.61263174	0.07761955
1950-10-23T00:00:00Z	4.2795725	0.8354005	3.1063044	0.20259166	0.0	0.0	1.55	0.0	36.057217	2.173323	1.0928456	0.19378518
1950-10-24T00:00:00Z	0.53042734	2.1236367	0.6323913	1.1430151	0.0	0.0	0.0	0.0	1.3933107	14.537743	0.25423157	2.6161468
1950-10-25T00:00:00Z	0.0021855922	5.7973075	0.2521739	4.2408533	0.0	0.0	0.0	0.0	3.349484E-4	110.86534	0.041962255	21.06815
1950-10-26T00:00:00Z	0.0	12.386198	0.01	6.653717	0.0	0.0	0.0	0.0	0.0	242.50613	0.001	42.24538
1950-10-27T00:00:00Z	0.0	20.038427	0.003152174	7.642004	0.0	0.0	0.0	0.0	0.0	696.70264	2.3940517E-4	45.99396
1950-10-28T00:00:00Z	0.0047374847	14.247664	0.30978262	8.480759	0.0	0.0	0.0	0.0	0.001439387	1266.835	0.06502193	102.24774
1950-10-29T00:00:00Z	0.0016483517	9.8582735	0.32076088	6.993129	0.0	0.0	0.0	0.0	1.903114E-4	762.1302	0.116609305	107.64376
1950-10-30T00:00:00Z	0.0	11.318699	0.0	4.2079835	0.0	0.0	0.0	0.0	0.0	281.24866	0.0	25.052164
1950-10-31T00:00:00Z	0.0	1.6809665	0.0	4.300253	0.0	0.0	0.0	0.0	0.0	11.322783	0.0	11.577808
1950-11-01T00:00:00Z	0.09014652	1.3586273	0.002173913	6.382086	0.0	0.0	0.0	0.0	0.8178951	8.446525	1.9082655E-4	33.645214
1950-11-02T00:00:00Z	3.0773625	0.19571267	0.6683696	2.511909	0.0	0.0	0.0	0.0	26.65235	1.2936897	0.18676983	7.8923225
1950-11-03T00:00:00Z	8.089255	0.0015795412	4.4955435	0.21929836	0.0	0.0	0.15	0.0	68.23434	6.2203384E-4	17.507544	0.264972
1950-11-04T00:00:00Z	3.8453114	6.0172996E-4	21.290218	0.2925727	0.0	0.0	9.3	0.0	24.326015	1.0498015E-4	47.135967	0.6274605
1950-11-05T00:00:00Z	0.40661782	0.0012034599	13.364782	0.96704173	0.0	0.0	3.9	0.0	6.6798887	2.9200487E-4	15.731937	4.4471936
1950-11-06T00:00:00Z	0.0033577534	0.002444528	0.0090217395	2.1296017	0.0	0.0	0.0	0.0	7.494697E-4	5.39545E-4	6.287028E-4	11.925396
1950-11-07T00:00:00Z	0.021929182	0.0012523505	0.0027173914	4.1719785	0.0	0.0	0.0	0.0	0.047404587	1.9816768E-4	1.2989728E-4	31.70176
1950-11-08T00:00:00Z	0.2599878	0.0030011283	0.0020652174	2.7956069	0.0	0.0	0.0	0.0	4.82386	0.0010265053	1.1327042E-4	12.342653
1950-11-09T00:00:00Z	2.002906	9.402031E-4	0.0	0.052338813	0.0	0.0	0.0	0.0	13.610191	1.6841592E-4	0.0	0.068074346
1950-11-10T00:00:00Z	1.2871917	0.0	0.0	0.24848926	0.0	0.0	0.0	0.0	1.7887207	0.0	0.0	0.5343783
1950-11-11T00:00:00Z	0.11637363	0.0030951486	0.0	0.71562576	0.0	0.0	0.0	0.0	0.04195615	0.0012280764	0.0	2.4600601
1950-11-12T00:00:00Z	0.023382174	0.08240316	0.0	0.5364475	0.0	0.0	0.0	0.0	0.0107911145	0.1280741	0.0	0.6733851
1950-11-13T00:00:00Z	0.0035897435	3.0747085	0.0	1.3557459	0.0	0.0	0.0	0.0	8.3868724E-4	15.01552	0.0	3.0999382
1950-11-14T00:00:00Z	0.10417583	6.680436	0.0030434781	2.6687043	0.0	0.0	0.0	0.0	0.5459231	91.98226	1.378882E-4	6.039954
1950-11-15T00:00:00Z	0.8536996	3.2438436	0.020434782	2.6667447	0.0	0.0	0.0	0.0	3.4991052	44.29813	0.0023844242	13.386025
1950-11-16T00:00:00Z	4.556581	15.541238	0.8048913	4.799861	0.0	0.0	0.0	0.0	27.278986	614.8255	1.110933	22.301937
1950-11-17T00:00:00Z	1.4735043	6.0632157	0.6861957	7.5157714	0.0	0.0	0.03	0.0	3.262584	127.25767	0.6556414	55.896755
1950-11-18T00:00:00Z	0.047228325	23.411749	0.24913043	7.4618964	0.0	0.0	0.0	0.0	0.21323985	1548.5042	0.25088054	44.790462
1950-11-19T00:00:00Z	1.9012576	19.618961	2.3045652	3.4509292	0.0	0.0	0.0	0.0	12.467064	1474.1495	8.335091	9.418752
1950-11-20T00:00:00Z	9.662173	12.418988	19.064892	4.8484325	0.0	0.0	4.1	0.0	24.609951	440.5971	22.325691	15.587446
1950-11-21T00:00:00Z	4.683907	6.9153066	13.673696	1.755392	0.0	0.0	2.2	0.0	16.219759	337.83908	30.763723	8.052752
1950-11-22T00:00:00Z	3.6630037E-5	0.16069952	0.023586957	1.0378193	0.0	0.0	0.0	0.0	1.0989011E-6	2.2717395	0.0019858936	4.968098
1950-11-23T00:00:00Z	0.6081685	0.010710794	0.02	1.030177	0.0	0.0	0.0	0.0	2.4176402	0.0046596527	0.0069560437	3.9358022
1950-11-24T00:00:00Z	1.4198902	0.0029559985	5.6491303	1.9866182	0.0	0.0	0.0	0.0	3.579958	0.0018192498	41.327686	20.108395
1950-11-25T00:00:00Z	0.25328448	0.0027792403	35.509457	0.8796081	0.0	0.0	17.92	0.0	0.21135142	0.0015835823	168.9147	6.57176
1950-11-26T00:00:00Z	0.0	0.24265137	23.345217	0.37924778	0.0	0.0	4.07	0.0	0.0	1.7366136	68.494774	2.523781
1950-11-27T00:00:00Z	0.0	1.4802557	2.6001086	0.30454487	0.0	0.0	1.08	0.0	0.0	15.022129	0.56912196	0.80357194
1950-11-28T00:00:00Z	0.04007326	0.13805567	4.036087	0.028211124	0.0	0.0	1.55	0.0	0.077637404	0.82809395	1.7849097	0.011236583
1950-11-29T00:00:00Z	0.09341881	0.37291464	1.5497826	2.2766497	0.0	0.0	0.0	0.0	0.23753281	1.1290065	1.3604131	5.8729596
1950-11-30T00:00:00Z	0.07844933	3.8971343	0.15652174	5.1823387	0.0	0.0	0.0	0.0	0.07627205	24.430918	0.06056799	28.441662
1950-12-01T00:00:00Z	0.024383394	1.9191049	0.06423913	3.3798988	0.0	0.0	0.0	0.0	0.0063755056	9.93595	0.02723348	20.130383
1950-12-02T00:00:00Z	7.863553	3.8569689	0.35858697	3.7364476	0.0	0.0	0.0	0.0	41.9523	71.20176	0.08688919	9.629135
1950-12-03T00:00:00Z	15.81055	31.336067	4.9148912	9.360632	0.68	0.0	0.03	0.0	50.79835	1649.7362	28.095081	50.663048
1950-12-04T00:00:00Z	4.912332	14.168642	19.5925	6.7207966	0.0	0.0	10.0	0.0	24.858084	449.11374	15.8429	33.09972
1950-12-05T00:00:00Z	5.315763	0.6361828	9.125435	2.2618206	0.0	0.0	1.27	0.0	46.562916	4.1867886	19.385757	4.398574
1950-12-06T00:00:00Z	11.197875	5.6733885	0.14108697	7.4014034	0.0	0.0	0.0	0.3	60.750484	68.846306	0.33870432	21.965963
1950-12-07T00:00:00Z	4.3306837	10.205367	5.8616304	9.073142	0.0	0.0	0.73	0.03	21.355473	203.0135	12.594688	50.880817
1950-12-08T00:00:00Z	1.6322955	8.901215	10.865326	0.42007586	0.0	0.0	5.2	0.0	2.8376997	208.1889	19.634457	0.6643585
1950-12-09T00:00:00Z	1.1795727	2.6715984	3.3575	0.1805373	0.0	0.0	0.0	0.0	1.171647	34.15917	5.030496	0.3449493
1950-12-10T00:00:00Z	0.106153846	0.19314028	3.4354348	0.3615297	0.0	0.0	0.25	0.0	0.077823944	0.9210259	2.6382887	0.81284904
1950-12-11T00:00:00Z	0.114713065	4.050316	2.7393477	0.63092285	0.0	0.0	0.1	0.0	0.2250005	69.82701	1.262094	1.6065964
1950-12-12T00:00:00Z	0.24547009	0.6667544	0.057826087	0.38137168	0.0	0.0	0.0	0.0	1.0573387	4.4867916	0.0117424745	0.7561806
1950-12-13T00:00:00Z	5.763834	1.587217	0.08478261	0.5232933	0.0	0.0	0.0	0.0	38.900787	21.03714	0.04498347	0.68483955
1950-12-14T00:00:00Z	6.6605372	14.40833	0.48467392	1.6638938	0.0	0.0	0.0	0.0	30.267708	309.82343	0.40445814	3.7915215
1950-12-15T00:00:00Z	1.8515018	3.110094	6.9625	2.0202465	0.0	0.0	1.2	0.0	8.633764	48.191166	21.585852	7.86611
