# ppt
	Delaware	District of Columbia	Maryland	Virginia	West Virginia
TIMESTEP	MEAN(mm/month)	MEAN(mm/month)	MEAN(mm/month)	MEAN(mm/month)	MEAN(mm/month)
1895-01-01T00:00:00Z	117.82642	105.574326	109.833244	131.2928	125.08688
1895-02-01T00:00:00Z	39.241917	31.847944	34.15655	39.704407	27.417622
1895-03-01T00:00:00Z	87.91096	61.78618	75.38796	91.467415	88.80221
1895-04-01T00:00:00Z	140.7726	133.88498	135.02261	134.26591	85.34798
1895-05-01T00:00:00Z	89.18227	95.69796	90.56007	96.71046	65.51029
1895-06-01T00:00:00Z	67.35754	112.40314	90.64524	81.99586	77.03072
1895-07-01T00:00:00Z	83.681885	79.963715	79.39106	119.12033	111.56119
1895-08-01T00:00:00Z	69.36227	42.510265	51.898712	69.95249	67.76568
1895-09-01T00:00:00Z	51.598476	45.588387	54.75143	31.690891	37.2642
1895-10-01T00:00:00Z	68.78709	51.47967	55.02549	45.967968	32.68955
1895-11-01T00:00:00Z	56.80972	48.87929	49.644394	59.377995	57.79601
1895-12-01T00:00:00Z	58.34545	61.454067	63.551178	69.84666	79.54868
# tmx
	Delaware	District of Columbia	Maryland	Virginia	West Virginia
TIMESTEP	MEAN(degC)	MEAN(degC)	MEAN(degC)	MEAN(degC)	MEAN(degC)
1895-01-01T00:00:00Z	5.0033216	4.257815	3.5543876	5.276232	2.4881625
1895-02-01T00:00:00Z	1.5900716	1.5949273	0.848427	2.6230767	-0.29268205
1895-03-01T00:00:00Z	9.964295	11.110174	9.660928	12.363192	10.139575
1895-04-01T00:00:00Z	17.045061	17.2481	16.694706	18.599571	17.427078
1895-05-01T00:00:00Z	21.998617	22.183548	21.899843	22.696009	22.6095
1895-06-01T00:00:00Z	28.769716	29.346222	28.853453	29.802439	29.46299
1895-07-01T00:00:00Z	27.93476	28.270447	27.46811	28.363977	27.184393
1895-08-01T00:00:00Z	30.642223	31.680758	30.370522	30.352224	29.337725
1895-09-01T00:00:00Z	27.666336	28.714094	27.746677	29.141535	27.511478
1895-10-01T00:00:00Z	17.774744	18.002146	17.258196	18.775932	16.605211
1895-11-01T00:00:00Z	13.700993	13.081685	12.692376	14.505937	12.933192
1895-12-01T00:00:00Z	9.156063	8.182572	7.7231436	8.898355	7.053789
# tmn
	Delaware	District of Columbia	Maryland	Virginia	West Virginia
TIMESTEP	MEAN(degC)	MEAN(degC)	MEAN(degC)	MEAN(degC)	MEAN(degC)
1895-01-01T00:00:00Z	-4.1527348	-4.339243	-5.5847282	-4.4889317	-7.2968154
1895-02-01T00:00:00Z	-8.423797	-8.310838	-8.950103	-8.660566	-10.923863
1895-03-01T00:00:00Z	0.24055196	0.60081375	-0.34530586	0.66153514	-1.7429711
1895-04-01T00:00:00Z	6.106475	6.2768254	5.8335233	6.112382	4.14473
1895-05-01T00:00:00Z	11.491445	11.789557	10.917311	10.585518	8.375359
1895-06-01T00:00:00Z	17.606466	17.815302	16.910292	16.202402	13.471302
1895-07-01T00:00:00Z	17.488138	17.04748	16.554613	16.688807	13.763445
1895-08-01T00:00:00Z	19.226576	19.575396	18.060692	17.622818	15.13719
1895-09-01T00:00:00Z	16.56582	16.748564	15.709724	15.567133	13.130296
1895-10-01T00:00:00Z	4.617892	4.4439716	3.762912	3.4037163	0.16729501
1895-11-01T00:00:00Z	4.132266	3.3210912	3.0054588	2.673258	0.4035854
1895-12-01T00:00:00Z	0.02330403	-0.8413217	-1.2321813	-1.4876698	-2.8786888
